water_content_percent,wavelength_nm,median_reflectance,std_reflectance
0,383.496,20.6356998,1.87049829004075
0,383.941,20.5454346,1.91242170042014
0,384.387,20.5302946,1.92900583716417
0,384.833,20.358036,1.70833908916913
0,385.278,20.1459218,1.8031594395493
0,385.724,20.025909,1.75080119604666
0,386.169,20.0679932,1.83881305528957
0,386.614,19.9799418,1.82760419660028
0,387.06,20.1458766,1.81514967027202
0,387.505,20.2239078,1.70458718179123
0,387.95,20.0806554,1.61194141887199
0,388.396,19.8864964,1.61541738286928
0,388.841,19.605001,1.54024017233599
0,389.286,19.329835,1.56653493881675
0,389.731,19.2778048,1.65779894239638
0,390.176,19.1654848,1.72853976920572
0,390.621,19.2534602,1.64587462328093
0,391.066,19.5070078,1.79576431124994
0,391.51,19.51594,1.78047140993019
0,391.955,19.3466166,1.67563174180195
0,392.4,19.5378114,1.57846821418723
0,392.845,19.3687544,1.51123896575778
0,393.289,19.114945,1.40431652909093
0,393.734,19.0836712,1.38323313877371
0,394.178,19.1363298,1.46636364471319
0,394.623,19.054954,1.56485203538712
0,395.067,19.0372468,1.60349049898593
0,395.511,19.0232354,1.57798528117072
0,395.956,18.9494076,1.61353220856202
0,396.4,19.0197432,1.5976020933939
0,396.844,18.9340958,1.48360497598416
0,397.288,18.972186,1.63316232457989
0,397.732,18.9652136,1.72912911206741
0,398.176,18.9179544,1.59804699511305
0,398.62,18.7010442,1.58808863672572
0,399.064,18.6042396,1.68170818637629
0,399.508,18.4531524,1.52197782078697
0,399.952,18.3587004,1.51618289919516
0,400.396,18.2194408,1.59133310955003
0,400.839,18.2360502,1.69345348516756
0,401.283,18.3252932,1.71062500497092
0,401.726,18.2668162,1.72736196395954
0,402.17,18.3874424,1.70814097243589
0,402.613,18.4352644,1.69846811662858
0,403.057,18.4198172,1.60282321117051
0,403.5,18.295494,1.61745320027715
0,403.944,18.3747528,1.71058112457649
0,404.387,18.2786594,1.81820062366303
0,404.83,18.2580408,1.88247172819773
0,405.273,18.1322992,2.0526029506565
0,405.716,18.0992498,1.97909019030487
0,406.159,18.048759,1.85220172623686
0,406.602,17.9770956,1.77619495567819
0,407.045,18.0149844,1.80574889330245
0,407.488,18.0520898,1.68354957455151
0,407.931,18.0993542,1.70070950808954
0,408.374,18.0659774,1.71969616798487
0,408.816,18.1104366,1.64838156801508
0,409.259,18.0980656,1.54880493201934
0,409.702,18.0679038,1.50499868128054
0,410.144,17.9624732,1.52051658848516
0,410.587,17.9500888,1.62857062443904
0,411.029,17.880754,1.73506498198921
0,411.471,17.8074412,1.75125258737972
0,411.914,17.7683686,1.73557828599318
0,412.356,17.7722986,1.72771114736875
0,412.798,17.7031248,1.67886869152419
0,413.24,17.7250394,1.59985044446931
0,413.683,17.6722306,1.58876345760225
0,414.125,17.6698052,1.59394567485538
0,414.567,17.6868382,1.51588958930529
0,415.009,17.6299206,1.39492085980884
0,415.451,17.5869314,1.34416196963678
0,415.892,17.6893334,1.39707818778687
0,416.334,17.719596,1.45589413060758
0,416.776,17.675654,1.51938567047251
0,417.218,17.7892704,1.62431980668298
0,417.659,17.721351,1.66635569816855
0,418.101,17.5862322,1.65813430804473
0,418.542,17.5532864,1.67235757840093
0,418.984,17.512803,1.72425323351438
0,419.425,17.469537,1.70296005434537
0,419.867,17.4743812,1.73927801879083
0,420.308,17.426617,1.67735928398408
0,420.749,17.402193,1.62865977952684
0,421.19,17.4638308,1.55065977032248
0,421.631,17.4184402,1.52677544328646
0,422.072,17.3655984,1.44411068498971
0,422.514,17.4230538,1.48408766010588
0,422.954,17.3703516,1.49060529471656
0,423.395,17.2828428,1.51806015599348
0,423.836,17.3151578,1.47212362435624
0,424.277,17.3407932,1.50657559735626
0,424.718,17.318865,1.50756402053684
0,425.159,17.373475,1.45881515994481
0,425.599,17.350187,1.48697106385027
0,426.04,17.3179624,1.59683938727407
0,426.48,17.386248,1.61800770742923
0,426.921,17.3792408,1.57184883050571
0,427.361,17.3513686,1.58857799029378
0,427.802,17.3514814,1.52415880813734
0,428.242,17.3499704,1.49200092298089
0,428.682,17.3077172,1.52032599759675
0,429.122,17.3369508,1.54843647187211
0,429.563,17.3152252,1.5558776132459
0,430.003,17.3310354,1.5908613974641
0,430.443,17.302184,1.6154437013081
0,430.883,17.2378202,1.58748093305922
0,431.323,17.1922456,1.55932375316361
0,431.762,17.1849162,1.56998315792691
0,432.202,17.1528846,1.58187338062268
0,432.642,17.097598,1.5165647880876
0,433.082,17.1031232,1.50545497029269
0,433.521,17.1159336,1.55752335058536
0,433.961,17.1033768,1.57677303496304
0,434.401,17.1159472,1.55825410698825
0,434.84,17.1208654,1.5771053595915
0,435.279,17.1525874,1.57328195039079
0,435.719,17.1259822,1.5154695092148
0,436.158,17.1328794,1.46791936937103
0,436.597,17.1126308,1.47512899967852
0,437.037,17.142159,1.45152908125411
0,437.476,17.1443232,1.45596524790634
0,437.915,17.1490578,1.51308251410693
0,438.354,17.1363876,1.52327386252776
0,438.793,17.1203558,1.49152435053356
0,439.232,17.1392308,1.49003734333397
0,439.671,17.111362,1.5203618960362
0,440.11,17.108817,1.48244391642355
0,440.548,17.1228166,1.49997628912854
0,440.987,17.1423266,1.5216626031803
0,441.426,17.1183996,1.56263659090994
0,441.864,17.097104,1.52927500660306
0,442.303,17.1032716,1.53652332582576
0,442.741,17.135761,1.52830137597897
0,443.18,17.1207308,1.54500545380764
0,443.618,17.1320994,1.52407101441522
0,444.057,17.150831,1.55214131480945
0,444.495,17.1450594,1.55565170469544
0,444.933,17.1033886,1.57036915402419
0,445.371,17.1162162,1.56524399782467
0,445.809,17.1455192,1.54897190907691
0,446.248,17.1802938,1.54311381456163
0,446.686,17.2041188,1.53115323319156
0,447.123,17.2171132,1.51766262224085
0,447.561,17.2223798,1.5213855721333
0,447.999,17.2101672,1.52993955325423
0,448.437,17.1643846,1.48547069092037
0,448.875,17.1088294,1.49861528975299
0,449.312,17.1052986,1.4611135245703
0,449.75,17.1123234,1.43277697061735
0,450.188,17.0979756,1.42883581571258
0,450.625,17.1118816,1.44530527866269
0,451.062,17.1352742,1.43279454928408
0,451.5,17.1306914,1.43948425733199
0,451.937,17.1255772,1.46261509594047
0,452.374,17.1161308,1.4707257368538
0,452.812,17.114029,1.46910995136647
0,453.249,17.1267592,1.47246116265692
0,453.686,17.123848,1.4867297067587
0,454.123,17.1239836,1.49319302294815
0,454.56,17.126959,1.513031012378
0,454.997,17.0937682,1.53023142841551
0,455.434,17.0710314,1.53584468341855
0,455.871,17.083679,1.55298566517621
0,456.308,17.0878388,1.54942809260545
0,456.744,17.0845988,1.54119822823859
0,457.181,17.1357642,1.53553817685206
0,457.618,17.1668418,1.52964024746127
0,458.054,17.1566436,1.51092413092195
0,458.491,17.1670758,1.50288878780852
0,458.927,17.1824384,1.49441906796034
0,459.363,17.1676204,1.49527809328186
0,459.8,17.1589188,1.50411349542186
0,460.236,17.1619148,1.5101250146058
0,460.672,17.1343716,1.52717490719323
0,461.108,17.1031902,1.54362909997232
0,461.545,17.136939,1.54977659700332
0,461.981,17.1155874,1.55642023048887
0,462.417,17.09243,1.5558651695451
0,462.853,17.1197508,1.53907058044723
0,463.288,17.1492806,1.54916901085228
0,463.724,17.1400996,1.5450481702819
0,464.16,17.181407,1.51440427631039
0,464.596,17.197121,1.51866206381578
0,465.031,17.2123816,1.51473804942341
0,465.467,17.1993898,1.48559057881738
0,465.903,17.1967032,1.4984697320949
0,466.338,17.1812588,1.52567080224463
0,466.774,17.187783,1.54008371382935
0,467.209,17.1628244,1.53553588958026
0,467.644,17.181205,1.54375237920426
0,468.08,17.1682386,1.53094876891483
0,468.515,17.1516668,1.521839633027
0,468.95,17.1622022,1.51485259192852
0,469.385,17.1703772,1.52088468724205
0,469.82,17.1464498,1.51799571844896
0,470.255,17.1575972,1.52307897410704
0,470.69,17.1801446,1.52032284377294
0,471.125,17.1635924,1.52118264607267
0,471.56,17.1717722,1.53583818056557
0,471.995,17.1916916,1.55520792118348
0,472.429,17.1998446,1.54942063638259
0,472.864,17.1914498,1.55978827885061
0,473.299,17.2049384,1.56215847032145
0,473.733,17.204883,1.55418822095485
0,474.168,17.2107012,1.53883318332864
0,474.602,17.2056394,1.53876780405643
0,475.036,17.2033818,1.52776532975093
0,475.471,17.2136814,1.526995010284
0,475.905,17.208746,1.52931721861333
0,476.339,17.1795422,1.51962499667404
0,476.773,17.1804826,1.5207163278005
0,477.207,17.1904716,1.53128635287089
0,477.641,17.1829652,1.53356187192032
0,478.075,17.1913422,1.53258155485174
0,478.509,17.2289664,1.54153575032311
0,478.943,17.2189008,1.54418216979985
0,479.377,17.217211,1.5404148044695
0,479.811,17.2167864,1.5457987433837
0,480.245,17.2117252,1.5335882828404
0,480.678,17.1886398,1.54328589687386
0,481.112,17.1916172,1.53610696493355
0,481.545,17.1818352,1.53708464277051
0,481.979,17.1744584,1.53765426542596
0,482.412,17.1709448,1.55127911177691
0,482.846,17.1814844,1.5540682849971
0,483.279,17.189358,1.57982922634556
0,483.712,17.2001772,1.58085965703391
0,484.145,17.2202278,1.56887988684174
0,484.578,17.2270542,1.5649394932098
0,485.012,17.2289886,1.55040695407917
0,485.445,17.2345164,1.5340689241059
0,485.877,17.243192,1.53660318922629
0,486.31,17.2367938,1.53781394227955
0,486.743,17.2582152,1.53747317309115
0,487.176,17.2699872,1.55249507651682
0,487.609,17.2809824,1.5677545680021
0,488.041,17.2889288,1.56075635547018
0,488.474,17.3032714,1.57191469239607
0,488.907,17.3107986,1.57280712084802
0,489.339,17.3186372,1.56210333281322
0,489.772,17.322961,1.55147027933802
0,490.204,17.3378012,1.56269929082347
0,490.636,17.353153,1.55480899564236
0,491.069,17.365584,1.55707229828791
0,491.501,17.3750808,1.55626678063569
0,491.933,17.3875504,1.55699108051595
0,492.365,17.4041396,1.55107699844625
0,492.797,17.4160828,1.55002791110449
0,493.229,17.4143848,1.55444654254052
0,493.661,17.4259876,1.56235704333531
0,494.093,17.4412042,1.56554204776383
0,494.525,17.457867,1.55865718052059
0,494.957,17.4710108,1.56612580818393
0,495.388,17.4890034,1.56580898707213
0,495.82,17.508018,1.57170760303563
0,496.252,17.5252206,1.57417333172641
0,496.683,17.5288094,1.5848444393866
0,497.115,17.5424672,1.5803414548858
0,497.546,17.5657762,1.58067518076187
0,497.978,17.589048,1.57380620022441
0,498.409,17.5958726,1.57675140780817
0,498.84,17.6124116,1.57905076346615
0,499.271,17.6286022,1.58380437237298
0,499.703,17.6434326,1.58007681717954
0,500.134,17.6489472,1.58064554471411
0,500.565,17.6746628,1.58022279946967
0,500.996,17.6882972,1.57691231624164
0,501.427,17.700338,1.57923135673618
0,501.857,17.710108,1.58279295211029
0,502.288,17.7280622,1.58914735430386
0,502.719,17.7405868,1.59470192825486
0,503.15,17.7594128,1.59801201541358
0,503.58,17.7789926,1.59622233170779
0,504.011,17.7997222,1.59972550826351
0,504.441,17.8167414,1.59868431294945
